PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Paul George,LAC,06/20/2021,LAC @ PHX,L,39,34,1
Patrick Beverley,LAC,06/20/2021,LAC @ PHX,L,15,2,-6
Onyeka Okongwu,ATL,06/20/2021,ATL @ PHI,W,16,1,9
Nicolas Batum,LAC,06/20/2021,LAC @ PHX,L,37,5,5
Mikal Bridges,PHX,06/20/2021,PHX vs. LAC,W,36,14,-6
Matisse Thybulle,PHI,06/20/2021,PHI vs. ATL,L,21,8,-10
Marcus Morris Sr.,LAC,06/20/2021,LAC @ PHX,L,21,6,-11
Luke Kennard,LAC,06/20/2021,LAC @ PHX,L,8,6,-5
Lou Williams,ATL,06/20/2021,ATL @ PHI,W,11,6,1
Kevin Huerter,ATL,06/20/2021,ATL @ PHI,W,40,27,8
John Collins,ATL,06/20/2021,ATL @ PHI,W,41,14,7
Joel Embiid,PHI,06/20/2021,PHI vs. ATL,L,41,31,-2
Jae Crowder,PHX,06/20/2021,PHX vs. LAC,W,33,13,-12
Ivica Zubac,LAC,06/20/2021,LAC @ PHX,L,18,9,1
George Hill,PHI,06/20/2021,PHI vs. ATL,L,21,3,-15
Furkan Korkmaz,PHI,06/20/2021,PHI vs. ATL,L,18,5,5
E'Twaun Moore,PHX,06/20/2021,PHX vs. LAC,W,11,0,-5
Dwight Howard,PHI,06/20/2021,PHI vs. ATL,L,7,0,-5
Devin Booker,PHX,06/20/2021,PHX vs. LAC,W,44,40,6
Deandre Ayton,PHX,06/20/2021,PHX vs. LAC,W,37,20,-7
DeMarcus Cousins,LAC,06/20/2021,LAC @ PHX,L,13,11,-12
Dario Saric,PHX,06/20/2021,PHX vs. LAC,W,11,2,9
Danilo Gallinari,ATL,06/20/2021,ATL @ PHI,W,30,17,8
Clint Capela,ATL,06/20/2021,ATL @ PHI,W,32,13,-2
Cameron Payne,PHX,06/20/2021,PHX vs. LAC,W,29,11,13
Cameron Johnson,PHX,06/20/2021,PHX vs. LAC,W,24,12,14
Bogdan Bogdanovic,ATL,06/20/2021,ATL @ PHI,W,21,4,-8
Ben Simmons,PHI,06/20/2021,PHI vs. ATL,L,36,5,1
Thanasis Antetokounmpo,MIL,06/19/2021,MIL @ BKN,W,1,0,-2
Pat Connaughton,MIL,06/19/2021,MIL @ BKN,W,23,9,10
P.J. Tucker,MIL,06/19/2021,MIL @ BKN,W,38,11,-4
Nic Claxton,BKN,06/19/2021,BKN vs. MIL,L,0,0,0
Landry Shamet,BKN,06/19/2021,BKN vs. MIL,L,7,0,-2
Khris Middleton,MIL,06/19/2021,MIL @ BKN,W,52,23,3
Kevin Durant,BKN,06/19/2021,BKN vs. MIL,L,53,48,-4
Jrue Holiday,MIL,06/19/2021,MIL @ BKN,W,48,13,3
Joe Harris,BKN,06/19/2021,BKN vs. MIL,L,47,10,-1
Jeff Green,BKN,06/19/2021,BKN vs. MIL,L,13,0,2
James Harden,BKN,06/19/2021,BKN vs. MIL,L,53,22,-4
Giannis Antetokounmpo,MIL,06/19/2021,MIL @ BKN,W,50,40,6
Bryn Forbes,MIL,06/19/2021,MIL @ BKN,W,5,0,2
Bruce Brown,BKN,06/19/2021,BKN vs. MIL,L,52,14,-7
Brook Lopez,MIL,06/19/2021,MIL @ BKN,W,46,19,2
Blake Griffin,BKN,06/19/2021,BKN vs. MIL,L,40,17,-4
Yogi Ferrell,LAC,06/18/2021,LAC vs. UTA,W,1,0,0
Tyrese Maxey,PHI,06/18/2021,PHI @ ATL,W,29,16,12
Trent Forrest,UTA,06/18/2021,UTA @ LAC,L,1,0,0
Trae Young,ATL,06/18/2021,ATL vs. PHI,L,40,34,7
Tobias Harris,PHI,06/18/2021,PHI @ ATL,W,39,24,3
Terance Mann,LAC,06/18/2021,LAC vs. UTA,W,36,39,8
Solomon Hill,ATL,06/18/2021,ATL vs. PHI,L,8,0,-13
Shake Milton,PHI,06/18/2021,PHI @ ATL,W,4,0,-1
Seth Curry,PHI,06/18/2021,PHI @ ATL,W,39,24,9
Rudy Gobert,UTA,06/18/2021,UTA @ LAC,L,42,12,-24
Royce O'Neale,UTA,06/18/2021,UTA @ LAC,L,42,21,-6
Reggie Jackson,LAC,06/18/2021,LAC vs. UTA,W,38,27,15
Rajon Rondo,LAC,06/18/2021,LAC vs. UTA,W,7,2,-11
Paul George,LAC,06/18/2021,LAC vs. UTA,W,46,28,19
Patrick Beverley,LAC,06/18/2021,LAC vs. UTA,W,27,12,19
Onyeka Okongwu,ATL,06/18/2021,ATL vs. PHI,L,10,4,-6
Nicolas Batum,LAC,06/18/2021,LAC vs. UTA,W,40,16,11
Mike Conley,UTA,06/18/2021,UTA @ LAC,L,26,5,-8
Matisse Thybulle,PHI,06/18/2021,PHI @ ATL,W,11,0,-1
Marcus Morris Sr.,LAC,06/18/2021,LAC vs. UTA,W,29,7,8
Luke Kennard,LAC,06/18/2021,LAC vs. UTA,W,9,0,-5
Lou Williams,ATL,06/18/2021,ATL vs. PHI,L,11,0,-10
Kevin Huerter,ATL,06/18/2021,ATL vs. PHI,L,44,17,-6
Jordan Clarkson,UTA,06/18/2021,UTA @ LAC,L,26,21,-4
John Collins,ATL,06/18/2021,ATL vs. PHI,L,37,7,7
Joel Embiid,PHI,06/18/2021,PHI @ ATL,W,38,22,-1
Joe Ingles,UTA,06/18/2021,UTA @ LAC,L,18,5,-18
Jay Scrubb,LAC,06/18/2021,LAC vs. UTA,W,1,0,0
Ivica Zubac,LAC,06/18/2021,LAC vs. UTA,W,6,0,-4
Georges Niang,UTA,06/18/2021,UTA @ LAC,L,5,0,0
George Hill,PHI,06/18/2021,PHI @ ATL,W,21,3,10
Furkan Korkmaz,PHI,06/18/2021,PHI @ ATL,W,23,7,-5
Dwight Howard,PHI,06/18/2021,PHI @ ATL,W,10,2,6
Donovan Mitchell,UTA,06/18/2021,UTA @ LAC,L,40,39,-9
Derrick Favors,UTA,06/18/2021,UTA @ LAC,L,6,2,12
Danilo Gallinari,ATL,06/18/2021,ATL vs. PHI,L,23,16,-3
Daniel Oturu,LAC,06/18/2021,LAC vs. UTA,W,1,0,0
Clint Capela,ATL,06/18/2021,ATL vs. PHI,L,38,14,-1
Bojan Bogdanovic,UTA,06/18/2021,UTA @ LAC,L,35,14,-3
Bogdan Bogdanovic,ATL,06/18/2021,ATL vs. PHI,L,29,7,0
Ben Simmons,PHI,06/18/2021,PHI @ ATL,W,25,6,-7
Amir Coffey,LAC,06/18/2021,LAC vs. UTA,W,1,0,0
Tyler Johnson,BKN,06/17/2021,BKN @ MIL,L,5,0,6
Timothe Luwawu-Cabarrot,BKN,06/17/2021,BKN @ MIL,L,5,2,6
Thanasis Antetokounmpo,MIL,06/17/2021,MIL vs. BKN,W,5,2,-6
Reggie Perry,BKN,06/17/2021,BKN @ MIL,L,5,4,6
Pat Connaughton,MIL,06/17/2021,MIL vs. BKN,W,22,0,1
P.J. Tucker,MIL,06/17/2021,MIL vs. BKN,W,34,3,30
Nic Claxton,BKN,06/17/2021,BKN @ MIL,L,3,0,-5
Mike James,BKN,06/17/2021,BKN @ MIL,L,4,0,-3
Mamadi Diakite,MIL,06/17/2021,MIL vs. BKN,W,4,0,-4
Landry Shamet,BKN,06/17/2021,BKN @ MIL,L,22,2,-10
Khris Middleton,MIL,06/17/2021,MIL vs. BKN,W,42,38,17
Kevin Durant,BKN,06/17/2021,BKN @ MIL,L,40,32,-25
Justin Jackson,MIL,06/17/2021,MIL vs. BKN,W,4,0,-4
Jrue Holiday,MIL,06/17/2021,MIL vs. BKN,W,43,21,15
Joe Harris,BKN,06/17/2021,BKN @ MIL,L,36,9,-25
Jeff Green,BKN,06/17/2021,BKN @ MIL,L,36,5,-16
James Harden,BKN,06/17/2021,BKN @ MIL,L,40,16,-19
Giannis Antetokounmpo,MIL,06/17/2021,MIL vs. BKN,W,41,30,22
Elijah Bryant,MIL,06/17/2021,MIL vs. BKN,W,4,0,-4
Chris Chiozza,BKN,06/17/2021,BKN @ MIL,L,5,0,6
Bryn Forbes,MIL,06/17/2021,MIL vs. BKN,W,11,2,-4
Bruce Brown,BKN,06/17/2021,BKN @ MIL,L,5,3,5
Brook Lopez,MIL,06/17/2021,MIL vs. BKN,W,30,8,12
Blake Griffin,BKN,06/17/2021,BKN @ MIL,L,31,12,-7
Alize Johnson,BKN,06/17/2021,BKN @ MIL,L,5,4,6
Tyrese Maxey,PHI,06/16/2021,PHI vs. ATL,L,1,0,-5
Trae Young,ATL,06/16/2021,ATL @ PHI,W,40,39,-6
Tony Snell,ATL,06/16/2021,ATL @ PHI,W,3,0,-4
Tobias Harris,PHI,06/16/2021,PHI vs. ATL,L,38,4,-10
Terance Mann,LAC,06/16/2021,LAC @ UTA,W,26,13,15
Solomon Hill,ATL,06/16/2021,ATL @ PHI,W,13,2,13
Shake Milton,PHI,06/16/2021,PHI vs. ATL,L,13,5,-8
Seth Curry,PHI,06/16/2021,PHI vs. ATL,L,38,36,6
Rudy Gobert,UTA,06/16/2021,UTA vs. LAC,L,42,17,-4
Royce O'Neale,UTA,06/16/2021,UTA vs. LAC,L,41,12,-7
Reggie Jackson,LAC,06/16/2021,LAC @ UTA,W,37,22,12
Rajon Rondo,LAC,06/16/2021,LAC @ UTA,W,9,0,-12
Paul George,LAC,06/16/2021,LAC @ UTA,W,40,37,9
Patrick Beverley,LAC,06/16/2021,LAC @ UTA,W,17,5,-3
Onyeka Okongwu,ATL,06/16/2021,ATL @ PHI,W,8,6,12
Nicolas Batum,LAC,06/16/2021,LAC @ UTA,W,42,9,13
Miye Oni,UTA,06/16/2021,UTA vs. LAC,L,4,0,-8
Matisse Thybulle,PHI,06/16/2021,PHI vs. ATL,L,24,6,-17
Marcus Morris Sr.,LAC,06/16/2021,LAC @ UTA,W,40,25,18
Luke Kennard,LAC,06/16/2021,LAC @ UTA,W,20,6,-5
Lou Williams,ATL,06/16/2021,ATL @ PHI,W,23,15,31
Kevin Huerter,ATL,06/16/2021,ATL @ PHI,W,27,0,-23
