TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
NOP,11/16/2018,NOP vs. NYK,W,240,129,48,99,48.5,10,34,29.4,23,32,71.9,11,43,54,27,5,5,15,25,5
MIL,11/16/2018,MIL vs. CHI,W,240,123,47,93,50.5,18,43,41.9,11,17,64.7,11,44,55,28,8,8,16,14,19
BOS,11/16/2018,BOS vs. TOR,W,266,123,47,89,52.8,9,26,34.6,20,24,83.3,9,37,46,25,9,6,18,23,7
MIA,11/16/2018,MIA @ IND,L,241,91,35,93,37.6,14,36,38.9,7,10,70,13,38,51,21,10,5,16,16,-8
POR,11/16/2018,POR @ MIN,L,241,96,37,88,42,8,29,27.6,14,20,70,11,37,48,16,6,1,18,14,-16
SAC,11/16/2018,SAC @ MEM,L,240,104,37,80,46.3,12,33,36.4,18,24,75,9,33,42,23,9,2,21,24,-8
TOR,11/16/2018,TOR @ BOS,L,265,116,42,97,43.3,8,29,27.6,24,29,82.8,11,32,43,20,12,4,13,23,-7
WAS,11/16/2018,WAS vs. BKN,L,239,104,37,87,42.5,3,18,16.7,27,34,79.4,12,35,47,18,5,4,13,23,-11
IND,11/16/2018,IND vs. MIA,W,239,99,36,81,44.4,14,27,51.9,13,15,86.7,4,43,47,22,10,6,19,14,8
PHX,11/17/2018,PHX vs. OKC,L,240,100,37,82,45.1,12,29,41.4,14,21,66.7,4,27,31,25,14,6,14,28,-10
SAC,11/17/2018,SAC @ HOU,L,240,112,46,102,45.1,11,35,31.4,9,12,75,13,26,39,23,10,3,14,21,-20
ORL,11/17/2018,ORL vs. LAL,W,240,130,50,93,53.8,11,32,34.4,19,23,82.6,11,30,41,28,5,8,13,23,13
IND,11/17/2018,IND vs. ATL,W,240,97,35,87,40.2,12,30,40,15,21,71.4,10,43,53,25,11,6,22,26,8
UTA,11/17/2018,UTA @ BOS,W,241,98,35,78,44.9,11,38,28.9,17,27,63,7,39,46,23,11,4,14,23,12
DEN,11/17/2018,DEN @ NOP,L,240,115,46,95,48.4,15,39,38.5,8,13,61.5,10,33,43,30,5,6,13,23,-10
DAL,11/17/2018,DAL vs. GSW,W,240,112,40,86,46.5,10,34,29.4,22,34,64.7,8,38,46,18,6,5,10,18,3
OKC,11/17/2018,OKC @ PHX,W,240,110,38,85,44.7,7,24,29.2,27,32,84.4,14,38,52,17,9,7,18,20,10
NOP,11/17/2018,NOP vs. DEN,W,240,125,42,87,48.3,10,25,40,31,34,91.2,10,36,46,29,6,8,11,18,10
ATL,11/17/2018,ATL @ IND,L,239,89,31,87,35.6,8,29,27.6,19,27,70.4,5,36,41,20,15,6,18,24,-8
GSW,11/17/2018,GSW @ DAL,L,241,109,42,94,44.7,9,33,27.3,16,17,94.1,12,35,47,24,6,6,12,27,-3
LAC,11/17/2018,LAC @ BKN,W,240,127,48,95,50.5,11,23,47.8,20,24,83.3,9,29,38,23,4,1,8,25,-1.4
CHA,11/17/2018,CHA vs. PHI,L,265,119,42,99,42.4,10,31,32.3,25,27,92.6,9,40,49,23,10,3,17,29,-3
TOR,11/17/2018,TOR @ CHI,W,240,122,48,89,53.9,14,35,40,12,13,92.3,8,46,54,31,14,10,23,24,39
CHI,11/17/2018,CHI vs. TOR,L,240,83,30,86,34.9,8,27,29.6,15,21,71.4,7,27,34,21,13,3,22,19,-39
BOS,11/17/2018,BOS vs. UTA,L,240,86,35,91,38.5,5,33,15.2,11,20,55,17,34,51,16,11,4,14,22,-12
HOU,11/17/2018,HOU vs. SAC,W,240,132,46,81,56.8,20,47,42.6,20,24,83.3,6,35,41,27,9,10,22,20,20
PHI,11/17/2018,PHI @ CHA,W,265,122,39,93,41.9,11,35,31.4,33,38,86.8,9,44,53,23,9,6,19,24,3
LAL,11/17/2018,LAL @ ORL,L,240,117,43,90,47.8,10,30,33.3,21,25,84,8,33,41,22,5,6,14,20,-13
BKN,11/17/2018,BKN vs. LAC,L,241,119,40,88,45.5,13,28,46.4,26,34,76.5,15,32,47,25,4,5,11,22,-1.4
SAS,11/18/2018,SAS vs. GSW,W,242,104,41,92,44.6,10,24,41.7,12,17,70.6,11,37,48,24,3,5,10,18,12
NYK,11/18/2018,NYK @ ORL,L,242,117,40,87,46,8,24,33.3,29,35,82.9,17,25,42,12,7,2,14,26,-14
WAS,11/18/2018,WAS vs. POR,L,239,109,43,96,44.8,13,32,40.6,10,21,47.6,9,34,43,28,4,9,11,30,-10
GSW,11/18/2018,GSW @ SAS,L,239,92,35,86,40.7,5,26,19.2,17,21,81,10,36,46,20,6,4,11,17,-12
ORL,11/18/2018,ORL vs. NYK,W,240,131,48,84,57.1,13,32,40.6,22,26,84.6,7,28,35,35,5,6,15,26,14
LAL,11/18/2018,LAL @ MIA,W,240,113,42,95,44.2,11,27,40.7,18,21,85.7,14,36,50,16,7,5,9,19,16
MIA,11/18/2018,MIA vs. LAL,L,241,97,35,87,40.2,13,32,40.6,14,19,73.7,12,36,48,20,3,5,12,21,-16
MEM,11/18/2018,MEM @ MIN,W,239,100,35,82,42.7,12,28,42.9,18,25,72,10,33,43,26,11,9,12,20,13
POR,11/18/2018,POR @ WAS,W,238,119,39,86,45.3,11,30,36.7,30,35,85.7,9,43,52,26,4,3,15,25,10
MIN,11/18/2018,MIN vs. MEM,L,240,87,31,80,38.8,12,29,41.4,13,16,81.3,10,39,49,20,8,3,20,20,-13
CLE,11/19/2018,CLE @ DET,L,240,102,35,79,44.3,8,21,38.1,24,34,70.6,11,25,36,16,8,3,9,22,-11
PHI,11/19/2018,PHI vs. PHX,W,240,119,41,84,48.8,6,22,27.3,31,42,73.8,13,40,53,24,8,1,19,27,5
OKC,11/19/2018,OKC @ SAC,L,240,113,45,108,41.7,12,41,29.3,11,16,68.8,13,40,53,22,8,3,13,22,-4
NOP,11/19/2018,NOP vs. SAS,W,240,140,59,102,57.8,10,26,38.5,12,14,85.7,14,28,42,34,10,5,10,23,14
UTA,11/19/2018,UTA @ IND,L,240,94,36,74,48.6,11,25,44,11,16,68.8,3,33,36,26,6,10,18,18,-27
ATL,11/19/2018,ATL vs. LAC,L,242,119,45,101,44.6,12,38,31.6,17,19,89.5,16,35,51,29,6,6,14,38,-8
PHX,11/19/2018,PHX @ PHI,L,239,114,44,87,50.6,13,33,39.4,13,24,54.2,5,26,31,25,9,4,13,34,-5
MIL,11/19/2018,MIL vs. DEN,W,240,104,40,88,45.5,11,36,30.6,13,22,59.1,13,38,51,21,8,3,15,16,6
LAC,11/19/2018,LAC @ ATL,W,240,127,40,93,43,10,33,30.3,37,47,78.7,15,37,52,24,9,8,15,22,8
MEM,11/19/2018,MEM vs. DAL,W,239,98,37,79,46.8,12,30,40,12,14,85.7,5,40,45,29,8,11,15,21,10
